典籍編號,典籍名稱,卷數,作譯者,type
ZS0001,正史佛教資料類編,10,杜斗城輯編,text
ZSa001,緣起,1,鄭炳林,editor
ZSa002,前言,1,杜斗城,editor
ZSa003,說明,1,"",editor
ZSa004,目錄,1,"",editor
