典籍編號,典籍名稱,卷數,作譯者,type
LC0001,印度佛學源流略講,17,民國 呂澂著,text
LC0002,中國佛學源流略講,26,民國 呂澂著,text
LC0003,西藏佛學原論及佛學論著選集,14,民國 呂澂著,text
LC0004,因明入正理論講解及相關論著,14,民國 呂澂著,text
LC0005,佛教重要名相釋義及經論攷證,18,民國 呂澂著,text
LC0006,歷朝藏經略考及新編漢文大藏經目錄,17,民國 呂澂著,text
LC0007,經論講要,21,民國 呂澂著,text
