典籍編號,典籍名稱,卷數,作譯者,type
G1222,一字頂輪王瑜伽經,1,唐 不空譯,text
G1977,科始終心要,1,唐 湛然述,text
G2073,大明太宗文皇帝御製文殊讚,1,明 太宗御製,text
G2075,御製釋迦牟尼佛讚,1,明 太宗御製,text
G2084,坐禪箴,1,日本 道元撰,text
G2086,三根坐禪說,1,日本 瑩山撰,text
