work_id,title,byline,creators,creators_with_id
U1368,大乘百法明門論疏,唐 義忠述,義忠,義忠(A001464)
U1418,華嚴經疏科(第4卷-第20卷),唐 澄觀述　宋 淨源重刊,"澄觀,淨源",澄觀(A001755);淨源(A001113)
