work_id,char_count
T1834,51018
T0799,608
T0766,2132
T0772,372
T0809,3179
T0835,2812
T0821,12401
T0820,5003
T0834,7937
T0808,786
T0773,398
T0767,1225
T0798,361
T0771,913
T0765,54259
T0759,4580
T0822,9717
T0836,2427
T0837,6313
T0823,10412
T0758,820
T0764,3138
T0770,2393
T0748,1149
T0774,4448
T0760,7475
T0827,660
T0833,6911
T0794a,883
T0832,1661
T0826,3102
T0761,67868
T0775,917
T0749,11519
T0788,821
T0763,10948
T0777,484
T0830,3064
T0824,12608
T0818,13827
T0794b,1092
T0819,593
T0825,2092
T0831,3274
T0776,2619
T0762,5608
T0789,580
T0739,658
T0842,13836
T0843,13915
T0738,2817
T0841,1599
T0840,2281
T0747b,2212
T0844,2142
T0751b,1247
T0845,2714
T0747a,1771
T0728,60361
T0847,45260
T0751a,1219
T0846,1578
T0729,8977
T0724,2969
T0730,8174
T0731,2710
T0725,2505
T0733,792
T0727,684
T0726,2526
T0732,7694
T0736,2403
T0722,36885
T0723,4297
T0737,2941
T0721,645372
T0735,2356
T0734,1603
T0784,3184
T0790,10445
T0753,406
T0828,2908
T0814,8869
T0800,374
T0797b,1272
T0801,2481
T0815,20151
T0829,2316
T0752,1199
T0746,3340
T0791,865
T0785,2727
T0793,2097
T0787,904
T0750,800
T0744,9581
T0778,1398
T0803,365
T0817,13647
T0797a,1448
T0816,26300
T0802,2908
T0779,495
T0745,5054
T0786,619
T0792,411
T0796,4022
T0782,1289
T0769,1391
T0755,2633
T0741,6969
T0806,355
T0812,2715
T0813,10320
T0807,3678
T0740,620
T0754,21929
T0768,6232
T0783,2528
T0781,1265
T0795,507
T0742,2434
T0756,1971
T0811,4312
T0805,1232
T0839,15656
T0838,7359
T0804,1463
T0810,23365
T0757,14493
T0743,2608
T0780,4924
T1552,150951
T1546,691634
T1547,182055
T1553,25519
T1551,55485
T1550,35507
T1554,14592
T1555,10836
T1557,5251
T1556,4052
T1549,141938
T1548,324641
T0298,2082
T0307,3425
T0306,3742
T0299,32340
T0304,7258
T0305,51369
T0301,5462
T0300,6347
T0289,722
T0302,8917
T0303,11507
T0288,28466
T0291,36616
T0285,59690
T0284,2289
T0290,705
T0286,54677
T0292,65364
T0279,693085
T0293,302067
T0287,62492
T0283,3969
T0297,2457
T0308,3669
T0309,133745
T0296,1118
T0282,5895
T0294,39003
T0280,2601
T0281,6549
T0295,4344
T1538,23012
T1539,134906
T1529,13588
T1528,3096
T1544,202980
T1540,20177
T1541,103909
T1543,246794
T1542,128731
T1519,14805
T1531,15218
T1525,66832
T1524,3732
T1530,58826
T1526,5945
T1532,29467
T1533,4855
T1527,5379
T1523,44289
T1537,98826
T1536,142118
T1522,127946
T1534,8925
T1520,13380
T1521,141640
T1535,1152
T0948,1918
T0960,469
T0975,3400
T0961,6481
T0949,2948
T0974F,3208
T0974D,1022
T0977,4936
T0963,1121
T0988,4015
T0989,12060
T0962,3585
T0976,4249
T0974E,10216
T0974A,1396
T0972,4077
T0966,6331
T0999,23132
T0954B,3539
T0998,1719
T0967,5988
T0973,19586
T0974B,1807
T0965,4708
T0971,3843
T0959,3282
T0954A,3598
T0958,1253
T0970,6242
T0964,1137
T0974C,3793
T1016,3851
T1002,873
T0924A,1455
T1003,16211
T1017,6066
T1029,666
T1001,3776
T1015,4636
T0928,3243
T0924C,3243
T0924B,310
T0929,1356
T1014,5125
T1000,10131
T1004,1365
T1010,526
T0939,10301
T0938,1953
T1027b,10356
T1011,2631
T0944A,4758
T1013,4473
T1007,15677
T1027a,12193
T1006,30678
T1012,3542
T0944B,3233
T1023,4265
T0922,2263
T0936,4353
T0937,2610
T0923,8490
T1028B,1849
T1008,10444
T1020,590
T0935,1844
T0921,4563
T0920,19549
T0934,408
T1028A,1442
T1021,148
T1009,5510
T1025,7212
T1019,2186
T0930,5791
T0918,1029
T1005A,21896
T0919,895
T0925,13431
T0931,2613
T1018,7057
T1024,6007
T1026,2583
T0927,21270
T0933,965
T1005B,1403
T0932,5561
T0926,8218
T0969,3792
T0941,1063
T0955,2945
T0982,30253
T0996,3536
T0997,75935
T0940,2050
T0968,3287
T1022B,4154
T0956,7165
T0942,770
T0995,3220
T0981,4186
T0980,836
T0994,9081
T0943,1754
T0957,5648
T1022A,3396
T0953,29707
T0947,12505
T0990,603
T0984,18509
T0985,25486
T0991,10013
T0946,36019
T0952,32171
T0983B,5691
T0950,37509
T0978,3893
T0987,4055
T0993,10313
T0992,8609
T0986,1784
T0979,802
T0951,59445
T0945,81561
T0983A,2271
T1398,1564
T1373,1079
T1415,4138
T1401,1720
T1367,712
T1207,882
T1213,313
T1212,33993
T1206,490
T1400,1968
T1366,767
T1372,368
T1414,1069
T1399,406
T1199,5496
T1364,668
T1402,1807
T1416,1261
T1370,2549
T1358,1229
T1210,1167
T1204,2442
T1238,9251
T1239,19729
T1205,7139
T1211,8555
T1359,1520
T1417,1547
T1371,1699
T1365,642
T1403,1606
T1349,1140
T1407,604
T1361,5438
T1375,1587
T1413,1359
T1229,1796
T1215,1282
T1201,12912
T1369a,482
T1200,7104
T1214,3293
T1228,1752
T1374,6630
T1412,473
T1406,335
T1360,433
T1348,2533
T1389,202
T1410,959
T1376,4248
T1362,1321
T1404,1191
T1202,5503
T1216,4425
T1369b,455
T1217,18356
T1203,4524
T1363,860
T1405,463
T1411,404
T1377,4052
T1388,985
T1378a,514
T1310,2540
T1304,1712
T1338,334
T1270,2541
T1258,565
T1259,334
T1271,1291
T1265,1600
T1339,31143
T1305,623
T1311,3774
T1378b,634
T1307,1023
T1313,1808
T1298,1833
T1273,2395
T1267,1179
T1266,1197
T1272,22312
T1299,19197
T1312,2303
T1306,780
T1302,1677
T1316,101
T1289,10573
T1276,4877
T1262,1797
T1263,780
T1277,2046
T1288,13744
T1317,197
T1303,1898
T1329,103
T1315,2017
T1301,13806
T1249,3204
T1261,1384
T1275,2016
T1274,947
T1260,5105
T1248,3295
T1300,17957
T1314,1389
T1328,77
T1331,55791
T1325,569
T1319,2074
T1286,1119
T1292,1216
T1245,3620
T1251,27802
T1279,808
T1252a,557
T1278,12217
T1250,3811
T1244,2712
T1293,1068
T1287,3189
T1318,5505
T1324,724
T1330,4287
T1264b,1665
T1326,205
T1332,35708
T1291,833
T1285,861
T1246,6576
T1252b,570
T1247,987
T1253,3466
T1284,7125
T1290,3042
T1333,5293
T1327,137
T1264a,818
T1323,426
T1337,3106
T1294,1112
T1280,2742
T1257,32790
T1243,9640
T1242,6572
T1256,806
T1281,442
T1295,3623
T1336,79432
T1322,1607
T1308,35405
T1334,4526
T1320,14282
T1283,7686
T1297,2705
T1268,6166
T1240,440
T1254,5190
T1241,812
T1269,744
T1296,728
T1282,830
T1321,7296
T1335,18497
T1309,4973
T1391,535
T1385,608
T1352,1054
T1420,16925
T1346,1598
T1408,2591
T1226,745
T1232,2560
T1233,3137
T1227,21686
T1409,1851
T1347,1162
T1353,3084
T1384,1087
T1390,614
T1386,386
T1392,4614
T1345,7191
T1351,887
T1379,411
T1231,2839
T1225,4799
T1219,627
T1218,5745
T1224,3427
T1230,7403
T1350,1034
T1344,7034
T1393,1222
T1387,673
T1383,329
T1397,1474
T1368,278
T1340,150268
T1354,6025
T1208,819
T1234,4073
T1220,2213
T1222b,16251
T1255a,1162
T1221,2715
T1235,844
T1209,1238
T1355,3129
T1341,136852
T1396,910
T1382,131
T1394,1737
T1380,1308
T1419,33296
T1357,1074
T1343,9470
T1223,2858
T1237,2268
T1222a,22910
T1255b,1755
T1236,1827
T1342,7774
T1356,1055
T1418,3204
T1381,549
T1395,738
T0156,70716
T0180,717
T0157,105348
T0169,1505
T0155,25504
T0183,2299
T0154,60216
T0168,1526
T0178,3335
T0182b,3742
T0187,111336
T0186,78271
T0179,3432
T0153,28839
T0182a,1442
T0184,18136
T0190,441897
T0191,72011
T0185,17131
T0152,83704
T0181a,1201
T0163,1640
T0177,2673
T0188,5810
T0189,54089
T0176,3813
T0162,4384
T0181b,1124
T0174,3476
T0160,86718
T0161,3018
T0171,9010
T0165,21626
T0159,61144
T0175a,3008
T0158,91078
T0164,1512
T0170,10018
T0166,2908
T0172,6008
T0175c,3057
T0175b,3046
T0173,12967
T0167,2912
T0193,68252
T0192,56131
T0219,628
T0218,500
T0195,2821
T0208,18748
T0209,21959
T0194,45236
T0196,27213
T0197,17368
T0207,14918
T0213,23531
T0212,256322
T0206,20314
T0199,12954
T0210,18896
T0204,4878
T0205,13704
T0211,51073
T0198,21952
T0215,758
T0201,115822
T0200,82024
T0214,927
T0202,162897
T0216,802
T0217,602
T0203,83366
T1633,12495
T1632,8857
T1630,3478
T1631,13682
T1635,41159
T1634,21418
T1636,108125
T1637,7704
T1670B,28888
T1650,10453
T1644,85989
T1678,310
T1687,1320
T1686,2667
T1692,3195
T1679,1115
T1645,20490
T1651,1654
T1670A,17539
T1647,40659
T1653,5212
T1684,893
T1690,3932
T1691,1352
T1685,638
T1652,5759
T1646,210362
T1642,4001
T1656,12441
T1681,9167
T1680,3754
T1657,3162
T1643,1286
T1669,34216
T1655,1885
T1641,18386
T1682,1107
T1683,4012
T1640,2474
T1654,1540
T1668,116808
T1671,39996
T1665,3621
T1659,14022
T1658,1839
T1664,14637
T1666,13150
T1672,3598
T1673,3317
T1667,13312
T1663,1336
T1677,703
T1688,8506
T1689,779
T1676,659
T1662,19250
T1648,104427
T1674,3465
T1660,34396
T1661,3926
T1675,2140
T1649,15312
T1639,2720
T1638,7856
T1628,7774
T1629,8269
T1735,732550
T1734,14990
T1731,20416
T1733,606650
T1732,147573
T2047a,2056
T2047b,1842
T2053,96556
T2052,11595
T2046,1420
T2050,10978
T2044,3208
T2045,11611
T2051,24881
T2055,3571
T2041,21484
T2040,132200
T2054,15920
T2042,49377
T2056,4219
T2057,2178
T2043,54060
T2059,150639
T2065,12897
T2064,106746
T2058,41091
T2060,438048
T2048,2041
T2049,4939
T2061,290177
T2063,20846
T2062,50624
T1722,29002
T1723,331186
T1721,319642
T1720,145013
T1730,75812
T1724,26198
T1718,252826
T1719,351274
T1725,8543
T1727,48486
T1726,24939
T1728,24232
T1729,41052
T1693,11902
T1695,60800
T1694,21457
T1709,148005
T1696,8911
T1697,8665
T1708,113471
T1711,14619
T1705,52158
T1704,20149
T1710,31055
T1706,46876
T1712,5131
T1699,66077
T1698,13460
T1713,22595
T1707,69278
T1703,16864
T1717,252423
T1716,228615
T1702,102317
T1714,3440
T1700,47780
T1701,24188
T1715,183105
T0220,5557306
T0109,962
T0135,2744
T0121,1166
T0120,42798
T0134,1066
T0108,991
T0122,1495
T0136,999
T0137,1444
T0123,2118
T0127,1650
T0133,2389
T0126,4374
T0130,13830
T0124,1182
T0118,3002
T0119,2998
T0125,454129
T0131,439
T0150B,641
T0143,2227
T0141,945
T0150A,12757
T0140,1981
T0144,3701
T0151,1869
T0145,2280
T0147,1341
T0146,2192
T0148,2169
T0149,1680
T0132b,654
T0128a,3192
T0132a,691
T0128b,7914
T0114,412
T0100,175646
T0142a,1539
T0101,11116
T0115,539
T0129,4163
T0103,758
T0117,631
T0142b,1764
T0116,855
T0102,448
T0106,1055
T0112,802
T0099,590327
T0113,2039
T0107,374
T0111,570
T0105,997
T0139,877
T0138,519
T0104,749
T0110,875
T2090,2661
T2084,46792
T2085,15798
T2091,1065
T2078,83697
T2087,128629
T2093,2315
T2092,34774
T2086,1107
T2079,6953
T2069,11713
T2082,23616
T2096,5962
T2097,57505
T2083,38544
T2068,77072
T2095,42421
T2081,5867
T2080,17328
T2094,541
T2072,37295
T2066,17991
T2099,42489
T2098,13760
T2067,59170
T2073,32430
T2071,30284
T2070,6481
T2100,13438
T2074,8502
T2075,29620
T2101,8193
T2077,376073
T2088,43495
T2089,32449
T2076,424120
T1454,11937
T1468,918
T1497,510
T1482,24050
T1496,2406
T1469,1342
T1455,14649
T1457,3542
T1480,1363
T1494,8039
T1495,3404
T1481,602
T1456,3631
T1452,66779
T1485,21000
T1491,5246
T1490,9895
T1484,19448
T1453,75354
T1479,2435
T1451,347036
T1492,2386
T1486,9003
T1487,8967
T1493,6586
T1450,176953
T1478,15914
T1475,1874
T1461,13126
T1449,3035
T1501,9094
T1500,5367
T1448,149888
T1460,10311
T1474,2190
T1462,206635
T1476,7972
T1489,9566
T1502,1226
T1503,7611
T1488,73220
T1477,2139
T1463,83800
T1473,1785
T1498,530
T1499,3285
T1472,4368
T1466,11307
T1483a,18633
T1458,148587
T1470,20403
T1464,82852
T1504,780
T1465,5769
T1471,10326
T1459,41496
T1483b,18494
T1467b,556
T1467a,738
T1446,6780
T1447,15806
T1445,5884
T1444,36283
T1440,100565
T1441,99527
T1443,184330
T1442,466023
T1437,13280
T1436,11835
T1435,815111
T1438,10645
T1439,13204
T0641,9872
T0655,494
T0654,2385
T0640,4664
T0642,27613
T0643,82771
T0653,37709
T0647,19735
T0646,8533
T0652,14106
T0644,3630
T0650,17250
T0651,20322
T0645,10782
T0597,1022
T0622,3985
T0636,16689
T0637,20758
T0623,3500
T0596,849
T0594,3842
T0609,1862
T0635,28960
T0621,1394
T0620,15411
T0634,19817
T0608,1909
T0595,1641
T0585,51015
T0591,9281
T0630,11990
T0624,32974
T0618,30697
T0619,11945
T0625,34249
T0631,3916
T0590,1206
T0592,760
T0586,46635
T0627,36352
T0633,9723
T0632,10790
T0626,30218
T0587,55259
T0593,3240
T0603,11276
T0617,4826
T0616,18821
T0602,17997
T0589,10521
T0628,35132
T0614,27435
T0600,2953
T0601,4671
T0615,406
T0629,3555
T0588,24197
T0598,40351
T0611,2802
T0605,364
T0639,100265
T0638,25635
T0604,1160
T0610,1457
T0599,291
T0606,70641
T0612,981
T0613,45045
T0607,9976
T0648,6772
T0649,32619
T0354,17886
T0340,12372
T0368,844
T0383,15511
T0382,26663
T0396,1083
T0369,183
T0341,31638
T0355,5351
T0343,2128
T0357,18712
T0380,47255
T0394,3133
T0395,1046
T0381,26533
T0356,3448
T0342,32319
T0346,20710
T0352,22469
T0385,16037
T0391,560
T0390,2117
T0384,64839
T0353,10322
T0347,13294
T0379,23732
T0351,11146
T0345,16092
T0392,1641
T0386,11657
T0387,50006
T0393,1164
T0344,1735
T0350,8310
T0378,23531
T0337,9513
T0323,13346
T0322,12743
T0336,3302
T0334,3917
T0335,4961
T0321,19841
T0325,8583
T0331,6555
T0330,3439
T0324,9660
T0332,2492
T0326,876
T0327,13897
T0333,5171
T0329,10039
T0328,7036
T0338,12210
T0339,13879
T0375,408768
T0361,33622
T0349,4219
T0348,380
T0360,20875
T0374,404737
T0362,30026
T0376,74067
T0389,2800
T0388,5812
T0377,21401
T0363,14145
T0367,4716
T0373,371
T0372,10414
T0366,2533
T0358,6008
T0370,1623
T0364,21676
T0365,9443
T0371,7376
T0359,18528
T1932,8778
T1926,7987
T1927,3209
T1933,7310
T1919,5342
T1925,48872
T1931,12116
T1930,7801
T1924,37773
T1918,40766
T1920,3261
T1934,47058
T1935,9767
T1921,55600
T1937,120086
T1923,20614
T1922,10874
T1936,38869
T1951,7661
T1945,7707
T1944,546
T1950,8797
T1946,2896
T1952,3422
T1953,2641
T1947,2664
T1943,470
T1956,9373
T1942,2183
T1954,1046
T1940,9796
T1941,10769
T1955,34760
T1949,8770
T1948,2669
T1913,19745
T1912,478913
T1938,4491
T1911,219698
T1939,9829
T1915,21989
T1929,77467
T1928,26497
T1914,4852
T1916,120278
T1917,11324
T1823,264376
T1822,559400
T1821,702362
T2003,152849
T2017,64936
T2016,940900
T2014,2509
T2001,183296
T2015,25430
T2011,3754
T2005,9182
T2004,110529
T2010,604
T2006,47692
T2013,13853
T2007,14668
T2012B,5281
T2012A,7673
T2022,38963
T2019A,8433
T2023,89124
T2009,18020
T2021,10883
T2020,6878
T2019B,2277
T2008,32601
T2002A,17588
T2024,17394
T2018,7496
T2025,81340
T2002B,5430
T0397,654898
T0419,7249
T0418,25208
T0424,32354
T0408,15336
T0420,18172
T0421,22213
T0409,5171
T0423,27940
T0422,18146
T0407,8441
T0413,3109
T0412,20934
T0406,9064
T0410,56947
T0404,55666
T0405,14025
T0411,89599
T0415,66108
T0401,21812
T0398,63677
T0399,33856
T0400,77737
T0414,51585
T0402,70808
T0416,42266
T0417,7917
T0403,48706
T0555b,758
T0523,2458
T0537,920
T0447b,7024
T0457,1285
T0443,53672
T0494,582
T0480,13007
T0481,27803
T0495,2766
T0492b,3044
T0442,9055
T0456,9145
T0536,1371
T0522,1828
T0508,2537
T0555a,959
T0534,4301
T0520,1738
T0447a,12092
T0468,27854
T0440,106026
T0454,3673
T0483,3440
T0497,2082
T0496,2603
T0482,40513
T0492a,2429
T0455,2763
T0441,194239
T0469,889
T0521,659
T0535,2804
T0509,1951
T0531,2636
T0525,1102
T0519,642
T0445,13128
T0451,14728
T0479,11500
T0486,2149
T0493,1871
T0487,2733
T0478,9535
T0450,6069
T0444,2740
T0446a,9920
T0518,1455
T0524,4267
T0530,4241
T0526,1985
T0532,5829
T0452,4111
T0491,518
T0485,33411
T0484,6244
T0490,829
T0453,4079
T0446b,7404
T0533,1367
T0527,1295
T0568,1967
T0554,7269
T0583,1568
T0434,30182
T0435,3102
T0582,1122
T0541,3618
T0569,1449
T0557,994
T0543,11116
T0580,3284
T0437,2137
T0436,2115
T0581,1786
T0542,1018
T0556,3301
T0552,1336
T0546,4105
T0426,9897
T0432,705
T0433,12585
T0427,1382
T0584,1234
T0547,585
T0553,9435
T0545,14710
T0551,1394
T0579,17223
T0431,2001
T0425,98607
T0430,1124
T0578,1258
T0550,44063
T0544,4573
T0549,17705
T0561,999
T0575,908
T0429,1422
T0428,1373
T0574,2883
T0560,506
T0548,1605
T0576,874
T0562,1506
T0563,1438
T0577,1053
T0573,1598
T0567,2603
T0566,14557
T0572,1583
T0564,10669
T0570,1439
T0558,2136
T0438,4093
T0439,1802
T0559,1004
T0571,768
T0565,15104
T0502,931
T0516,3231
T0476,48211
T0462,23449
T0489,78263
T0488,5412
T0463,2020
T0477,11461
T0517,816
T0503,435
T0529,1863
T0515,3523
T0501,1264
T0449,5825
T0461,23433
T0475,33420
T0474,30569
T0460,7075
T0500,1565
T0514,1853
T0528,1912
T0510,1053
T0504,1496
T0538,938
T0448b,8415
T0464,3662
T0470,3188
T0458,11283
T0540a,1411
T0459,11044
T0471,4133
T0465,5405
T0539,5592
T0505,1507
T0511,3590
T0507,1752
T0513,3635
T0448a,8479
T0473,2740
T0467,4365
T0540b,1391
T0498,8780
T0499,1017
T0466,5104
T0472,3192
T0512,3387
T0506,791
T1431,14894
T1425,557491
T1424,28528
T1430,11260
T1426,10270
T1432,18808
T1433,24922
T1427,14233
T1422a,9948
T1423,13159
T1422b,8124
T1434,11447
T1421,340779
T1429,11656
T1428,740215
T1510b,24451
T1510a,16305
T1508,3936
T1509,1165226
T1518,1441
T1515,17385
T1514,1929
T1516,3686
T1517,19051
T1507,38632
T1513,14819
T1512,128730
T1506,25300
T1505,26705
T1511,25133
T2818,13990
T2824,1706
T2763,3961
T2777,90006
T2788,45087
T2789,13340
T2776,2916
T2762,27175
T2825,16066
T2831,1626
T2819,7495
T2827,30399
T2833,4339
T2774,2806
T2760,6406
T2748,16732
T2749,14822
T2761,13587
T2775,5097
T2832,601
T2826,11036
T2822,1597
T2836,489
T2759,15084
T2771,18038
T2765,2072
T2770,15599
T2758,5740
T2837,13368
T2823,24605
T2835,5899
T2821,1609
T2809,16130
T2766,7795
T2772,78538
T2799,35289
T2798,23927
T2773,14514
T2767,27086
T2808,21787
T2820,11372
T2834,7704
T2890,583
T2884,92
T2853,3153
T2847,338
T2917A,233
T2846,374
T2852,292
T2885,16409
T2891,6695
T2887,1114
T2893,3831
T2878,1939
T2844,886
T2850,281
T2917B,217
T2918,701
T2919,669
T2851,913
T2845,1728
T2879,8903
T2892,1676
T2886,4366
T2882,1978
T2896,9598
T2841,1789
T2855,1966
T2869,2725
T2909,311
T2908,1718
T2920,792
T2868,8724
T2854,1513
T2840,528
T2897,4142
T2883,9502
T2895,1735
T2881,4888
T2856,794
T2842,889
T2739,11056
T2738,5494
T2843,1040
T2857,1218
T2880,17490
T2894,2065
T2899,9061
T2872,531
T2866,1370
T2735,67085
T2906,4895
T2912,1063
T2913,760
T2907,1704
T2734,23470
T2867,2043
T2873,4511
T2898,791
T2859,9365
T2865,1916
T2871,31456
T2736,16066
T2911,1997
T2905,4222
T2904,1212
T2910,1469
T2737,16171
T2870,4920
T2864,458
T2858,9593
T2860,1070
T2874,792
T2848,1003
T2733,70053
T2914,3006
T2900,945
T2901,5235
T2915,277
T2732,9426
T2830A,409
T2849,427
T2875,2545
T2861,1835
T2888,1037
T2877,175
T2863,1677
T2903,1482
T2916,298
T2902,15548
T2830B,210
T2862,545
T2876,303
T2889,270
T2839,1966
T2811,3791
T2805,26015
T2742,3879
T2756,891
T2781,5991
T2795,49243
T2794,12060
T2780,4922
T2757,2485
T2743,4851
T2804,31050
T2810,31768
T2838,1182
T2806,18122
T2812,32058
T2755,27443
T2741,21732
T2769,24111
T2796,13030
T2782,19149
T2783,1769
T2797,29798
T2768,17585
T2740,5555
T2754,15371
T2813,51285
T2807,19314
T2803,23679
T2817,1786
T2764B,16159
T2778,54974
T2750,8507
T2744,9812
T2793,18184
T2787,81346
T2786,5479
T2792,25102
T2745,2340
T2751,6978
T2779,1130
T2816,7614
T2802,15352
T2814,84086
T2800,32581
T2828,413
T2764A,22656
T2747,1059
T2753,3780
T2784,1973
T2790,1531
T2791,8173
T2785,5852
T2752,10146
T2746,2763
T2829,3087
T2801,212457
T2815,8307
T2028,4208
T2029,2457
T2039,104195
T2038,78677
T2036,412017
T2037,255103
T2035,516473
T2034,126933
T2030,3469
T2031,3884
T2033,4693
T2027,3834
T2026,3476
