work_id,char_count
X1282,30115
X1283,92751
X1285,12591
X1286,18468
X1287,9689
X1288,34251
X1289,3354
X1290,16110
X1291,9353
X1292,7383
X1293,15468
X1294,6813
X1295,283785
X1296,305526
X1297,529905
X1298,47756
X1299,149836
X1301,39198
X1302,19274
X1303,73693
X1304,70348
X1306,22764
X1307,64406
X1308,59346
X1309,103239
X1310,69298
X1312,5718
X1313,6949
X1314,537
X1315,439389
X1316,2060
X1317,3164
X1318,219893
X1319,279570
X1320,957
X1321,4773
X1322,2263
X1323,1149
X1326,2235
X1333,32043
X1335,35111
X1336,14566
X1338,15606
X1339,413
X1340,391
X1342,3463
X1343,16174
X1344,8252
X1345,9841
X1346,20343
X1347,15332
X1348,1518
X1350,20785
X1351,10179
X1352,28276
X1353,21139
X1354,9067
X1355,16789
X1356,103060
X1357,62119
X1358,8319
X1359,60492
X1360,54391
X1361,29647
X1362,34802
X1363,3051
X1364,10676
X1365,23521
X1366,18040
X1367,33296
X1368,34827
X1369,20281
X1370,11951
X1371,27662
X1372,10961
X1374,6774
X1375,5626
X1376,51348
X1377,37727
X1378,8491
X1379,5145
X1381,15062
X1382,65156
X1383,6037
X1384,19480
X1385,21175
X1386,47726
X1387,9045
X1388,38018
X1389,15570
X1390,82339
X1391,24435
X1392,35708
X1393,14414
X1394,31064
X1395,7048
X1396,15186
X1397,64354
X1398,15054
X1399,24762
X1400,31416
X1401,14354
X1402,49109
X1403,116067
X1404,26653
X1405,61227
X1406,9088
X1407,17443
X1408,14817
X1409,58226
X1410,24736
X1411,29865
X1412,77026
X1413,29072
X1414,129200
X1415,6820
X1416,47368
X1417,45250
X1418,31258
X1419,43081
X1420,139821
X1421,46058
X1422,37527
X1423,19728
X1424,4407
X1425,15225
X1426,22603
X1428,28095
X1431,13484
X1432,39776
X1433,12505
X1434,9825
X1435,179569
X1436,694
X1437,242860
X1438,13797
X1439,67570
X1440,38222
X1441,13126
X1442,58806
X1443,50232
X1444,113793
X1445,36529
X1446,16878
X1447,17048
X1448,19098
X1449,15120
X1450,7440
X1451,51614
X1452,336265
X1453,40934
X1454,12183
X1455,19791
X1456,509333
X1457,7840
X1458,4526
X1464,6665
X1465,12208
X1466,3839
X1467,67218
X1468,7487
X1469,6330
X1470,243533
X1471,3123
X1472,7432
X1473,4519
X1474,824
X1475,171533
X1476,5017
X1477,5543
X1478,22516
X1479,3135
X1480,4873
X1481,11601
X1482,8505
X1483,10397
X1484,7730
X1485,7479
X1486,3554
X1487,14288
X1488,30762
X1489,1625
X1490,6609
X1491,7796
X1492,4336
X1493,9986
X1494,17513
X1495,96516
X1496,67180
X1497,48313
X1498,52672
X1499,236314
X1500,1518
X1501,1677
X1504,1596
X1505,1391
X1506,1612
X1507,1548
X1508,29
X1509,20671
X1510,48718
X1511,61444
X1512,198777
X1513,146110
X1515,19810
X1516,169479
X1517,162391
X1521,82944
X1522,380600
X1523,18452
X1524,238971
X1526,8536
X1527,1499
X1530,9476
X1532,3153
X1533,14293
X1534,9791
X1535,27387
X1539,24154
X1540,51275
X1541,37258
X1542,24001
X1543,11450
X1546,23945
X1547,21086
X1549,127608
X1550,48974
X1551,47487
X1552,32733
X1553,189459
X1554,53656
X1555,20896
X1556,244319
X1557,329347
X1558,18483
X1559,257570
X1560,87424
X1561,38412
X1562,97669
X1563,91210
X1564,17961
X1565,573008
X1566,125562
X1567,29699
X1568,661748
X1569,12957
X1570,58160
X1571,1404604
X1572,26871
X1574,127409
X1576,7168
X1577,29839
X1578,504797
X1579,212457
X1580,308831
X1581,22456
X1582,22873
X1583,329566
X1584,6549
X1585,183098
X1586,5636
X1587,127622
X1588,3608
X1589,11773
X1590,140146
X1591,50156
X1592,157039
X1593,246708
X1594,348861
X1595,14258
X1596,41666
X1597,8189
X1598,7453
X1599,6773
X1600,301984
X1601,30459
X1602,1957
X1603,3762
X1604,11438
X1605,71056
X1606,27907
X1607,54150
X1608,49090
X1609,8303
X1610,34411
X1611,29876
X1612,31512
X1613,29938
X1614,62390
X1615,22241
X1616,29148
X1617,12237
X1618,49810
X1619,999
X1620,48917
X1621,8108
X1622,7758
X1623,23381
X1624,42683
X1625,6374
X1626,97269
X1627,18806
X1628,98741
X1629,24158
X1630,4639
X1631,16217
X1632,12708
X1633,9536
X1634,27409
X1635,39872
X1636,7945
X1638,11463
X1640,29928
X1641,7267
X1642,26509
X1643,32867
X1644,45216
X1645,101330
X1646,148559
X1648,17557
X1649,35902
X1651,22033
X1654,1785
X1655,2177
X1656,7114
X1657,27809
X1658,20552
X1660,22615
X1661,31434
X1666,1418
X1667,7215
X1668,1257
X1671,15949
