work_id,char_count
T1065,8841
T1066,3115
T1067,7535
T1068,1814
T1069,9747
T1070,4079
T1071,3977
T1072A,19845
T1072B,327
T1073,2014
T1074,1209
T1075,6602
T1076,7592
T1077,1291
T1078,969
T1079,1699
T1080,10377
T1081,1457
T1082,3697
T1083,2839
T1084,1685
T1085,3384
T1086,4014
T1087,3966
T1088,1618
T1089,3140
T1090,3965
T1091,1692
T1092,237824
T1093,5070
T1094,5122
T1095,5059
T1096,16738
T1097,14752
T1098,14915
T1099,4876
T1100,3407
T1101,5283
T1102,3464
T1103a,7365
T1103b,8956
T1104,2088
T1105,3394
T1106,2137
T1107,3358
T1108A,1355
T1108B,1439
T1109,472
T1110,5829
T1111,2311
T1112,9059
T1113A,1217
T1113B,1865
T1114,1802
T1115,1223
T1116,4281
T1117,1065
T1118,502
T1119,5820
T1120A,5598
T1120B,889
T1121,2153
T1122,4370
T1123,2792
T1124,3968
T1125,4665
T1126,3034
T1127,1023
T1128,8361
T1129,19693
T1130,7935
T1131,1523
T1132,4490
T1133,1150
T1134A,1888
T1134B,772
T1135,910
T1136,1497
T1137,2305
T1138a,1524
T1138b,1923
T1139,4825
T1140,3140
T1141,12993
T1142,137
T1143,385
T1144,899
T1145,1830
T1146,1820
T1147,3160
T1148,175
T1149,2531
T1150,1524
T1151,3585
T1152,1085
T1153,32844
T1154,10567
T1155,7804
T1156A,1751
T1156B,505
T1157,804
T1158,760
T1159A,3487
T1159B,6862
T1160,343
T1161,8475
T1162,1458
T1163,2463
T1164,3900
T1165,3008
T1166,541
T1167,1138
T1168A,622
T1168B,863
T1169,18129
T1170,18109
T1171,4598
T1172,953
T1173,4062
T1174,3007
T1175,7595
T1176,709
T1177A,74205
T1177B,2173
T1178,468
T1179,1330
T1180,925
T1181,1355
T1182,1298
T1183,2658
T1184,7010
T1185A,8527
T1185B,11865
T1186,1196
T1187,6696
T1188,5527
T1189,6330
T1190,10421
T1191,90021
T1192,30897
T1193,4345
T1194,3028
T1195,1284
T1196,843
T1197,1451
T1198,236
T1199,5395
T1200,6523
T1201,11888
T1202,4883
T1203,4105
T1204,2204
T1205,6437
T1206,447
T1207,779
T1208,757
T1209,1224
T1210,1037
T1211,7820
T1212,31216
T1213,309
T1214,3043
T1215,1239
T1216,4126
T1217,16641
T1218,5222
T1219,533
T1220,2014
T1221,2517
T1222a,20555
T1222b,14654
T1223,2845
T1224,3134
T1225,4770
T1226,743
T1227,19464
T1228,1573
T1229,1577
T1230,6734
T1231,2788
T1232,2307
T1233,2994
T1234,3967
T1235,804
T1236,1691
T1237,1966
T1238,8298
T1239,18051
T1240,413
T1241,679
T1242,5895
T1243,8950
T1244,2576
T1245,3344
T1246,5939
T1247,888
T1248,2946
T1249,2953
T1250,3478
T1251,25048
T1252a,498
T1252b,519
T1253,3260
T1254,4699
T1255a,1044
T1255b,1607
T1256,725
T1257,30104
T1258,522
T1259,297
T1260,4650
T1261,1242
T1262,1446
T1263,710
T1264a,755
T1264b,1549
T1265,1405
T1266,1091
T1267,1100
T1268,5558
T1269,675
T1270,2259
T1271,1139
T1272,19971
T1273,2161
T1274,831
T1275,1789
T1276,4348
T1277,1863
T1278,11035
T1279,721
T1280,2469
T1281,397
T1282,758
T1283,7143
T1284,6517
T1285,815
T1286,1006
T1287,2841
T1288,12828
T1289,9466
T1290,2799
T1291,754
T1292,1094
T1293,906
T1294,1054
T1295,3348
T1296,661
T1297,2436
T1298,1631
T1299,17056
T1300,14798
T1301,11813
T1302,1508
T1303,1800
T1304,1572
T1305,561
T1306,715
T1307,904
T1308,23327
T1309,4376
T1310,2432
T1311,3409
T1312,2073
T1313,1514
T1314,1144
T1315,1871
T1316,95
T1317,195
T1318,4992
T1319,1858
T1320,13173
T1321,6040
T1322,1488
T1323,392
T1324,660
T1325,448
T1326,187
T1327,125
T1328,66
T1329,91
T1330,3983
T1331,51018
T1332,32364
T1333,4701
T1334,4152
T1335,16156
T1336,70602
T1337,3009
T1338,305
T1339,28288
T1340,133541
T1341,120231
T1342,6839
T1343,8552
T1344,6118
T1345,6225
T1346,1471
T1347,1070
T1348,2416
T1349,1057
T1350,969
T1351,771
T1352,929
T1353,2733
T1354,5436
T1355,2898
T1356,958
T1357,950
T1358,1088
T1359,1393
T1360,384
T1361,4868
T1362,1196
T1363,759
T1364,618
T1365,573
T1366,699
T1367,654
T1368,248
T1369a,457
T1369b,437
T1370,2354
T1371,1567
T1372,337
T1373,1022
T1374,6032
T1375,1449
T1376,4014
T1377,3855
T1378a,448
T1378b,566
T1379,382
T1380,1200
T1381,518
T1382,128
T1383,314
T1384,1061
T1385,578
T1386,362
T1387,640
T1388,960
T1389,199
T1390,597
T1391,468
T1392,4240
T1393,1090
T1394,1580
T1395,659
T1396,815
T1397,1419
T1398,1485
T1399,391
T1400,1917
T1401,1705
T1402,1723
T1403,1521
T1404,1087
T1405,424
T1406,288
T1407,578
T1408,2431
T1409,1764
T1410,890
T1411,388
T1412,445
T1413,1257
T1414,1031
T1415,4135
T1416,1259
T1417,1452
T1418,2926
T1419,28802
T1420,14566
T1421,270959
T1422a,7858
T1422b,6389
T1423,10420
T1424,23163
T1425,452474
T1426,8146
T1427,11294
T1428,608023
T1429,9210
T1430,8872
T1431,11724
T1432,15666
T1433,20267
T1434,9523
T1435,659926
T1436,9442
T1437,10579
T1438,8911
T1439,11035
T1440,84718
T1441,78602
T1442,389255
T1443,153172
T1444,29150
T1445,4812
T1446,5540
T1447,12754
T1448,122949
T1449,2481
T1450,148445
T1451,287665
T1452,54694
T1453,62969
T1454,9699
T1455,11874
T1456,3125
T1457,3043
T1458,125933
T1459,34826
T1460,8205
T1461,11089
T1462,169221
T1463,70745
T1464,69050
T1465,4772
T1466,8877
T1467a,613
T1467b,457
T1468,765
T1469,1129
T1470,17774
T1471,8928
T1472,3829
T1473,1492
T1474,1802
T1475,1578
T1476,6361
T1477,1688
T1478,13546
T1479,2102
T1480,1153
T1481,491
T1482,20160
T1483a,13728
T1483b,13560
T1484,16654
T1485,17627
T1486,7373
T1487,7460
T1488,59676
T1489,7800
T1490,8269
T1491,4401
T1492,2039
T1493,5671
T1494,6753
T1495,2827
T1496,2036
T1497,424
T1498,449
T1499,2882
T1500,4342
T1501,7754
T1502,1028
T1503,6442
T1504,651
T1505,21820
T1506,20339
T1507,32157
T1508,3263
T1509,956053
T1510a,13469
T1510b,19913
T1511,20881
T1512,110485
T1513,12630
T1514,1611
T1515,14779
T1516,3104
T1517,15788
T1518,1206
T1519,12819
T1520,11539
T1521,127811
T1522,108825
T1523,38537
T1524,3186
T1525,56995
T1526,5204
T1527,4599
T1528,2627
T1529,11601
T1530,51676
T1531,12847
T1532,26033
T1533,4164
T1534,7778
T1535,941
T1536,121803
T1537,85050
T1538,19649
T1539,118727
T1540,16268
T1541,87572
T1542,111280
T1543,210726
T1544,159412
T1545,1375365
T1546,589425
T1547,153851
T1548,273128
T1549,120943
T1550,29862
T1551,46948
T1552,128225
T1553,21018
T1554,12360
T1555,9246
T1556,3346
T1557,4390
T1558,206009
T1559,214466
T1560,12366
T1561,3362
T1562,631016
T1563,276297
T1564,43636
T1565,14092
T1566,111473
T1567,25820
T1568,11146
T1569,20031
T1570,4136
T1571,85749
T1572,3488
T1573,1297
T1574,607
T1575,1445
T1576,561
T1577,15307
T1578,14450
T1579,808781
T1580,7128
T1581,96472
T1582,77964
T1583,6422
T1584,24571
T1585,80252
T1586,1245
T1587,2966
T1588,8418
T1589,5197
T1590,3682
T1591,27659
T1592,20241
T1593,26832
T1594,24675
T1595,151309
T1596,68110
T1597,76583
T1598,95244
T1599,16441
T1600,16530
T1601,2349
T1602,137963
T1603,5188
T1604,89757
T1605,42266
T1606,110439
T1607,4079
T1608,5100
T1609,7423
T1610,37166
T1611,39976
T1612,3141
T1613,5729
T1614,584
T1615,7131
T1616,8822
T1617,15862
T1618,5518
T1619,1201
T1620,864
T1621,923
T1622,3626
T1623,254
T1624,938
T1625,4288
T1626,2839
T1627,2787
T1628,6508
T1629,6915
T1630,2869
T1631,11372
T1632,7465
T1633,10602
T1634,18347
T1635,36433
T1636,92957
T1637,6641
T1638,6858
T1639,2295
T1640,2160
T1641,15720
T1642,3492
T1643,1066
T1644,73492
T1645,17523
T1646,180847
T1647,34477
T1648,87557
T1649,12778
T1650,8853
T1651,1390
T1652,4805
T1653,4391
T1654,1268
T1655,1574
T1656,10379
T1657,2748
T1658,1618
T1659,12355
T1660,29764
T1661,3438
T1662,16140
T1663,1138
T1664,12778
T1665,3121
T1666,11263
T1667,11716
T1668,102456
T1669,29628
T1670A,13761
T1670B,22729
T1671,34280
T1672,3148
T1673,2765
T1674,2929
T1675,1789
T1676,580
T1677,700
T1678,275
T1679,966
T1680,3140
T1681,7983
T1682,1098
T1683,4009
T1684,890
T1685,559
T1686,2264
T1687,1109
T1688,7615
T1689,658
T1690,3303
T1691,1174
T1692,2800
T1693,11030
T1694,19053
T1695,55289
T1696,7486
T1697,7943
T1698,12168
T1699,58722
T1700,43076
T1701,21070
T1702,85206
T1703,14797
T1704,17841
T1705,45030
T1706,40869
T1707,64697
T1708,94137
T1709,131735
T1710,27417
T1711,13505
T1712,4428
T1713,19736
T1714,2984
T1715,156757
T1716,185224
T1717,207508
T1718,205991
T1719,290414
T1720,129236
T1721,263583
T1722,24161
T1723,273711
T1724,22283
T1725,7542
T1726,22137
T1727,42612
T1728,21458
T1729,35881
T1730,67683
T1731,17970
T1732,129673
T1733,538049
T1734,13355
T1735,637989
T1736,970783
T1737,11907
T1738,13617
T1739,409813
T1740,3028
T1741,54957
T1742,22237
T1743,2650
T1744,130512
T1745,37450
T1746,13002
T1747,8884
T1748,54577
T1749,19977
T1750,12108
T1751,56358
T1752,17812
T1753,45857
T1754,36829
T1755,2083
T1756,4278
T1757,26128
T1758,26872
T1759,3751
T1760,8307
T1761,10883
T1762,16022
T1763,312138
T1764,427041
T1765,20626
T1766,39106
T1767,273970
T1768,13106
T1769,24582
T1770,8692
T1771,13399
T1772,38233
T1773,5691
T1774,33823
T1775,116324
T1776,143394
T1777,63839
T1778,216316
T1779,206953
T1780,78772
T1781,121277
T1782,164808
T1783,15823
T1784,49734
T1785,51793
T1786,111453
T1787,20813
T1788,235604
T1789,109706
T1790,11375
T1791,96611
T1792,10702
T1793,4975
T1794,8807
T1795,70399
T1796,310092
T1797,26977
T1798,18813
T1799,194269
T1800,13514
T1801,39696
T1802,10805
T1803,40846
T1804,233699
T1805,410614
T1806,42039
T1807,42547
T1808,37026
T1809,47196
T1810,42201
T1811,25316
T1812,31965
T1813,76507
T1814,48022
T1815,40472
T1816,85688
T1817,1245
T1818,55662
T1819,25064
T1820,17640
T1821,609311
T1822,480167
T1823,221709
T1824,243928
T1825,58842
T1826,26911
T1827,113841
T1828,814379
T1829,313082
T1830,484394
T1831,67193
T1832,202989
T1833,216198
T1834,42525
T1835,58073
T1836,9428
T1837,11584
T1838,22349
T1839,19884
T1840,74226
T1841,21675
T1842,22931
T1843,39387
T1844,35153
T1845,20255
T1846,62461
T1847,12144
T1848,158010
T1849,18562
T1850,57900
T1851,594089
T1852,19424
T1853,91456
T1854,54993
T1855,9305
T1856,29879
T1857,9735
T1858,15901
T1859,56356
T1860,57731
T1861,178187
T1862,47706
T1863,58637
T1864,26584
T1865,13005
T1866,42510
T1867,7277
T1868,6682
T1869,24909
T1870,74003
T1871,10368
T1872,1849
T1873,19366
T1874,19544
T1875,12999
T1876,6256
T1877,13720
T1878,7474
T1879a,4794
T1879b,4990
T1880,4728
T1881,4356
T1882,1515
T1883,15922
T1884,11407
T1885,19897
T1886,4941
T1887A,7451
T1887B,72658
T1888,8090
T1889,2492
T1890,25443
T1891,6226
T1892,14497
T1893,18233
T1894,7476
T1895,22557
T1896,21457
T1897,7125
T1898,11765
T1899,20760
T1900,7184
T1901,826
T1902,1498
T1903,1461
T1904,9458
T1905,4081
T1906,4391
T1907,4746
T1908,1102
T1909,60230
T1910,15148
T1911,193732
T1912,421957
T1913,17392
T1914,4189
T1915,18194
T1916,105465
T1917,9727
T1918,35537
T1919,4818
T1920,3112
T1921,48651
T1922,9498
T1923,18124
T1924,33651
T1925,41730
T1926,7052
T1927,2745
T1928,22358
T1929,68173
T1930,6915
T1931,10599
T1932,7700
T1933,6897
T1934,41696
T1935,8744
T1936,33684
T1937,104238
T1938,3969
T1939,8514
T1940,8593
T1941,9653
T1942,1951
T1943,419
T1944,490
T1945,6805
T1946,2594
T1947,2440
T1948,2459
T1949,7739
T1950,7840
T1951,6835
T1952,3072
